show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1926,Movie,The Houses October Built,,,United States,"December 31, 2019",2014,91 min,,Horror,"Looking to find an authentic, blood-curdling good fright for Halloween, five friends set off on a road trip in an RV to track down the ultimate haunted house."
s1927,Movie,The Houses October Built 2,,,United States,"December 31, 2019",2017,101 min,,"Horror, Thriller","Recovering from the trauma of being kidnapped last Halloween by the Blue Skeleton, five friends head back out to visit more haunted house attractions. But when signs of the Blue Skeleton start appearing again a new terror begins..."
s1928,Movie,The Numbers Station,,,"United Kingdom, Belgium, United States","December 31, 2019",2013,R,89 min,"Action, Thriller",A black ops agent (John Cusack) and a code operator (Malin Akerman) in a remote CIA broadcast station find themselves in a life-or-death struggle to stop a deadly plot before it's too late.
s1929,Movie,The Tall Man,,,"Canada, France","December 31, 2019",2012,TV-14,102 min,"Crime, Horror","Starring Jessica Biel. In an isolated town, children are vanishing without a trace and the locals believe a mysterious entity known as ""The Tall Man"" is responsible. Town nurse Julia is a skeptic, until her own child disappears."
s1930,Movie,Trick,,,United States,"December 31, 2019",2019,101 min,,"Horror, Thriller","Every Halloween since “Trick” massacred his classmates at a party, a masked killer reappears to kill innocent people in increasingly terrifying ways."
s1931,Movie,WolfCop,,,Canada,"December 31, 2019",2014,79 min,,"Comedy, Horror","One evening during the late shift, Lou investigates a mysterious disturbance at the edge of town and wakes up with a pentagram carved in his chest, heightened senses and body hair that’s growing at an alarming rate."
s1932,TV Show,Andy & the Donald,,,,"December 30, 2019",2019,TV-MA,1 Season,"Comedy, News","In 1984, Andy Warhol confronts Donald Trump about an outstanding payment."
s1933,Movie,Running with the Devil,,,"Colombia, United States","December 30, 2019",2019,R,100 min,"Action, Adventure, Crime","When a cocaine shipment is compromised, a drug cartel’s CEO, known as The Boss orders his most trusted henchman, The Cook, and his partner, another master drug trafficker known as The Man, on a dangerous journey to audit the company’s supply chain."
s1934,Movie,Lil Rel Howery: Live in Crenshaw,,,,"December 29, 2019",2019,TV-MA,,"Comedy, Stand Up","Comedian, actor, writer and producer Lil Rel stars in his first HBO stand-up comedy special."
s1935,TV Show,Preacher,,,,"December 29, 2019",2016,TV-MA,4 Seasons,"Action, Adventure, Drama","AMC's Preacher is a supernatural, twisted and darkly comedic drama that follows a West Texas preacher, Jesse Custer, his badass ex-girlfriend, Tulip and an Irish vagabond named Cassidy."
s1936,TV Show,CFB150,,,,"December 28, 2019",2019,TV-G,5 Seasons,Documentaries,"From the top games, rivalries, and traditions to the best innovations, television moments, and Heisman winners, the series features a wide range of countdowns spanning the history of the sport."
s1937,TV Show,Littlekenny,,,,"December 27, 2019",2019,TV-MA,1 Season,Comedy,"There are 500 kids at Letterkenny Central School, and these are their problems."
s1938,Movie,Midnight Kiss,,,United States,"December 27, 2019",2019,TV-MA,89 min,"Horror, LGBTQ+, Thriller","A group of gay best friends and their gal pal head to a desert home to celebrate New Year’s Eve. But when a sadistic killer wants in on the party, relationships are tested and secrets are exposed as the night turns into a fight for survival."
s1939,Movie,New Order: Decades,,,,"December 27, 2019",2018,,,"Documentaries, Music",Part concert and documentary following the band reflecting on their past.
s1940,Movie,The Day Shall Come,,,"United Kingdom, United States","December 27, 2019",2019,88 min,,"Action, Adventure, Comedy",A revolutionist becomes the target of an overzealous FBI agent's desperate ploy to expose terrorism in this hilarious farce about homeland insecurities. Anna Kendrick co-stars.
s1941,TV Show,Black Jesus,,,United States,"December 24, 2019",2014,TV-MA,3 Seasons,"Black Stories, Comedy","Black Jesus, the live-action comedy from award-winning creator Aaron McGruder and Mike Clattenburg, follows Jesus in present day Compton, CA on a daily mission to spread love and kindness throughout the neighborhood with the help of his small but loyal group of downtrodden followers."
s1942,Movie,Lo and Behold: Reveries of the Connected World,,,United States,"December 23, 2019",2016,PG-13,98 min,Documentaries,"Oscar®-nominated documentarian Werner Herzog (Grizzly Man, Cave of Forgotten Dreams) chronicles the virtual world from its origins to its outermost reaches."
s1943,Movie,Pokémon the Movie: Diancie and the Cocoon of Destruction,,,,"December 22, 2019",2014,TV-Y7,71 min,"Action, Adventure, Anime",Ash must help Diancie and stop Yveltal's rampage!
s1944,Movie,Pokémon the Movie: Hoopa and the Clash of Ages,,,,"December 22, 2019",2015,TV-Y7,74 min,"Action, Adventure, Anime",Ash must help Hoopa overcome its own darkness!
s1945,Movie,Pokémon The Movie: Volcanion and the Mechanical Marvel,,,,"December 22, 2019",2016,TV-Y7,94 min,"Action, Adventure, Anime",Ash encounters the mythical Pokémon Volcanion.
s1946,TV Show,Pokémon the Series: XY,,,,"December 22, 2019",2017,TV-Y7,1 Season,"Action, Adventure, Anime","Explore the universe of Pokémon with Ash Ketchum and his partner Pikachu as they make new friends, meet powerful Pokémon, and aim for Ash’s ultimate goal: becoming a Pokémon Master!"
s1947,TV Show,Pokémon the Series: XY Kalos Quest,,,,"December 22, 2019",2017,TV-Y7,1 Season,"Action, Adventure, Anime","Ash continues his quest to enter the Kalos League. He and his traveling companions will make new friends, forge new rivalries, and, of course, meet some brand-new Pokémon! Serena, with her partner Fennekin and new friend Pancham, will take on the Pokémon Showcase world; Clemont will continue to create inventions and hope some of them are a hit; and Bonnie, as ever, will try to find someone to take care of her big brother!"
s1948,TV Show,Pokémon the Series: XYZ,,,,"December 22, 2019",2015,TV-Y7,1 Season,"Action, Adventure, Anime","With one Gym badge left before he can enter the Kalos League, Ash is pursuing his dream of becoming a Pokémon Master. Serena steps closer to achieving her dreams, too, as her Pokémon Showcase path draws ever closer to competing for the crown of Kalos Queen. But sinister forces are in motion that could upset their plans. Will the shadowy Team Flare get their wish, or can our heroes protect Squishy – and the entire Kalos region – from their burning ambitions?"
s1949,TV Show,A Christmas Carol (2019),,,,"December 20, 2019",2019,TV-MA,1 Season,Drama,Ebenezer Scrooge experiences a dark night of the soul in an original take on Charles Dickens' iconic ghost story.
s1950,Movie,Loro,,,Italy,"December 20, 2019",2018,157 min,,"Drama, International","Sex, drugs, power, and vice: the latest from Oscar(R)-winning director Paolo Sorrentino is a dazzling, audacious plunge into the scandalous world of Silvio Berlusconi."
s1951,TV Show,My Little Pony: Friendship Is Magic,,,"United States, Canada","December 20, 2019",2010,TV-Y,1 Season,"Family, Kids",Twilight Sparkle and her friends learn that by working together they can achieve harmony.
s1952,Movie,Cold Case Hammarskjöld,,,,"December 19, 2019",2019,,124 min,Documentaries,"Danish director Mads Brügger and Swedish private investigator Göran Bjorkdahl are trying to solve the mysterious death of Dag Hammarskjöld. As their investigation closes in, they discover a crime with even farther reaching consequences."
s1953,Movie,The Kid,,,United States,"December 18, 2019",2019,R,100 min,"Action, Adventure, Drama","Vincent D'Onofrio directs this story of Rio, a young fan of Billy the Kid, who asks the fabled gunslinger to help him free his kidnappedsister, Sara, from his uncle's dastardly grip."
s1954,Movie,Wild Rose,,,"United Kingdom, United States, Canada","December 16, 2019",2018,R,101 min,"Comedy, Drama, Music","WILD ROSE tells the complicated story of musician Rose-Lynn, a woman from Scotland who is on a quest to become a country music star, while also grappling with the responsibilities of being recently released from prison and a young mother."
s1955,Movie,ID: INVADED,,,Japan,"December 15, 2019",2019,1 Season,,"Anime, Crime, Drama","Meet Sakaido, a brilliant detective who solves cases by entering the world of the killer's unconscious mind: the id well. In the shadows of brutal and puzzling cases lurks John Walker, the Serial Killer Creator. Where will Sakaido's pursuit lead?"
s1956,Movie,Depraved,,,United States,"December 13, 2019",2019,114 min,,"Horror, Thriller","Larry Fessenden returns with a modern twist on the Frankenstein myth, featuring a fanatical doctor as he reconstructs an unsuspecting man out of spare body parts."
s1957,TV Show,Marvel's Runaways,,,,"December 13, 2019",2017,TV-14,3 Seasons,"Action, Adventure, Drama",Every teenager thinks their parents are evil. What if you found out they actually were? Marvel’s Runaways is the story of six diverse teenagers who can barely stand each other but who must unite against a common foe – their parents.
s1958,Movie,Blackfish,,,United States,"December 12, 2019",2013,PG-13,83 min,Documentaries,"Killer whales are beloved, majestic, friendly giants, yet infamous for their capacity to kill viciously. Blackfish unravels the complexities of this dichotomy, employing the story of the notorious performing whale Tilikum, who – unlike any orca in the wild – has taken the lives of several people while in captivity. Blackfish expands on the discussion of keeping such intelligent creatures in captivity."
s1959,Movie,Fast Color,,,,"December 11, 2019",2018,PG-13,102 min,"Drama, Horror, Science Fiction","Hunted by mysterious forces and a local sheriff, a young woman with supernatural abilities flees back to her family-and unearths the depths of the power within her."
s1960,TV Show,Catherine the Great,,,,"December 10, 2019",2019,TV-MA,1 Season,"Drama, History",Oscar(R)-winner Helen Mirren (“The Queen”) stars as the tumultuous 18th-century monarch and politician who ruled the Russian empire.
